Category,Department + Course Number,Distributions
SSC,ANTHR 2437,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 2440,"['CA-AS', 'SSC-AS']"
SSC,ANTHR 2482,"['CA-AS', 'SSC-AS']"
SSC,ANTHR 2721,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 3000,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 3061,"['CA-AS', 'SSC-AS']"
SSC,ANTHR 3210,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 3235,"['PBSS-AS', 'BIO-AS', 'SSC-AS']"
SSC,ANTHR 3245,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 3248,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 3305,"['SBA-AS', 'SSC-AS']"
SSC,ANTHR 3405,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 3413,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ANTHR 3428,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 3474,"['SBA-AS', 'SSC-AS']"
SSC,ANTHR 3479,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 3487,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 4005,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 4101,"['KCM-AS', 'SSC-AS']"
SSC,ANTHR 4211,"['PBSS-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 4250,"['HA-AS', 'SSC-AS']"
SSC,ANTHR 4257,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 4267,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 4402,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 4403,"['SBA-AS', 'SSC-AS']"
SSC,ANTHR 4409,['SSC-AS']
SSC,ANTHR 4416,"['CA-AS', 'SSC-AS']"
SSC,ANTHR 4418,"['CA-AS', 'ALC-AS', 'SSC-AS']"
SSC,ANTHR 4419,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 4424,"['LA-AS', 'ALC-AS', 'SSC-AS']"
SSC,ANTHR 4435,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ANTHR 4448,"['CA-AS', 'SSC-AS']"
SSC,ANTHR 4454,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 4466,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 4499,"['CA-AS', 'SSC-AS']"
SSC,ANTHR 4530,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ANTHR 4682,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ANTHR 4790,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ARAB 4203,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ARKEO 1200,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 2010,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 2016,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 2430,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 2712,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 3210,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 3235,"['PBSS-AS', 'BIO-AS', 'SSC-AS']"
SSC,ARKEO 3245,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 3248,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 4005,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ARKEO 4211,"['PBSS-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 4250,"['HA-AS', 'SSC-AS']"
SSC,ARKEO 4257,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ARKEO 4267,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ASIAN 3304,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASIAN 3327,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASIAN 3334,"['HA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASIAN 3380,"['LA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASIAN 3395,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASIAN 4443,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASIAN 4454,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASIAN 4498,"['SBA-AS', 'SSC-AS']"
SSC,ASRC 1500,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASRC 3010,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ASRC 3330,"['SBA-AS', 'HST-AS', 'SSC-AS']"
SSC,ASRC 3333,"['SBA-AS', 'HST-AS', 'SSC-AS']"
SSC,ASRC 3353,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASRC 3947,"['SBA-AS', 'SSC-AS']"
SSC,ASRC 4682,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,ASRC 4721,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,BSOC 2061,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,BSOC 2201,"['SBA-AS', 'SSC-AS']"
SSC,BSOC 3011,"['SBA-AS', 'SSC-AS']"
SSC,BSOC 3111,"['SBA-AS', 'SSC-AS']"
SSC,BSOC 3235,"['PBSS-AS', 'BIO-AS', 'SSC-AS']"
SSC,BSOC 3311,"['SBA-AS', 'SSC-AS']"
SSC,BSOC 4101,"['KCM-AS', 'SSC-AS']"
SSC,BSOC 4351,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,BSOC 4413,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,BSOC 4682,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,CAPS 3049,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,CAPS 3387,"['LA-AS', 'GLC-AS', 'SSC-AS']"
SSC,CAPS 3395,['SSC-AS']
SSC,CAPS 3827,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,CAPS 3967,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,CAPS 4049,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,CAPS 4355,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,CAPS 4998,"['SBA-AS', 'SSC-AS']"
SSC,CLASS 2712,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,CLASS 4757,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,COGST 1105,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,COGST 1112,['SSC-AS']
SSC,COGST 1500,"['SBA-AS', 'SSC-AS']"
SSC,COGST 1501,"['SBA-AS', 'SSC-AS']"
SSC,COGST 3135,"['SBA-AS', 'ETM-AS', 'SSC-AS']"
SSC,COGST 3160,"['KCM-AS', 'SSC-AS']"
SSC,COGST 4050,"['SBA-AS', 'ETM-AS', 'SSC-AS']"
SSC,COML 3781,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,COML 4575,"['SBA-AS', 'SSC-AS']"
SSC,CS 2850,"['SBA-AS', 'SSC-AS']"
SSC,EAS 4444,"['SBA-AS', 'SSC-AS']"
SSC,ECON 1110,"['SBA-AS', 'SSC-AS']"
SSC,ECON 1120,"['SBA-AS', 'SSC-AS']"
SSC,ECON 2040,"['SBA-AS', 'SSC-AS']"
SSC,ECON 2300,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3030,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3040,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3120,"['MQR-AS', 'SDS-AS', 'SSC-AS']"
SSC,ECON 3130,"['MQR-AS', 'SDS-AS', 'SSC-AS']"
SSC,ECON 3140,"['MQR-AS', 'SDS-AS', 'SSC-AS']"
SSC,ECON 3171,"['SBA-AS', 'SDS-AS', 'SSC-AS']"
SSC,ECON 3250,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ECON 3255,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3300,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ECON 3330,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3340,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3430,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3440,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ECON 3460,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3480,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3485,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3545,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3550,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3610,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3670,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3710,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3770,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ECON 3800,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3805,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3810,"['MQR-AS', 'SMR-AS', 'SSC-AS']"
SSC,ECON 3830,['SSC-AS']
SSC,ECON 3850,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3855,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ECON 3860,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3865,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3870,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3875,"['SBA-AS', 'SSC-AS']"
SSC,ECON 3910,"['SCD-AS', 'SSC-AS']"
SSC,ECON 4020,"['MQR-AS', 'SMR-AS', 'SSC-AS']"
SSC,ECON 4110,"['MQR-AS', 'SDS-AS', 'SSC-AS']"
SSC,ECON 4210,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4260,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4270,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4280,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4290,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4510,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4520,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4610,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4660,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4902,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4903,"['SBA-AS', 'SDS-AS', 'SSC-AS']"
SSC,ECON 4906,"['SBA-AS', 'SSC-AS']"
SSC,ECON 4907,['SSC-AS']
SSC,ECON 4908,"['SBA-AS', 'SSC-AS']"
SSC,ENVS 4444,"['SBA-AS', 'SSC-AS']"
SSC,FGSS 3230,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,FGSS 3651,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,FGSS 4035,"['SCD-AS', 'SSC-AS']"
SSC,FGSS 4371,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,FGSS 4454,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,FGSS 4460,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,FGSS 4845,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,FREN 2270,"['LA-AS', 'HST-AS', 'SSC-AS']"
SSC,FREN 3560,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,GERST 3561,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,GOVT 1111,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 1313,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 1503,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 1615,"['HA-AS', 'SSC-AS']"
SSC,GOVT 1817,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 2011,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 2225,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,GOVT 2264,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 2283,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 2817,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3012,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3032,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3044,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3091,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3112,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3121,"['KCM-AS', 'SSC-AS']"
SSC,GOVT 3122,"['HA-AS', 'SSC-AS']"
SSC,GOVT 3131,"['CA-AS', 'SSC-AS']"
SSC,GOVT 3141,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3152,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3161,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3174,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3189,"['SBA-AS', 'SDS-AS', 'SSC-AS']"
SSC,GOVT 3253,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3261,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,GOVT 3265,"['KCM-AS', 'SSC-AS']"
SSC,GOVT 3273,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3281,"['HA-AS', 'SSC-AS']"
SSC,GOVT 3282,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3284,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3293,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3294,"['KCM-AS', 'SSC-AS']"
SSC,GOVT 3313,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3323,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3333,"['SBA-AS', 'HST-AS', 'SSC-AS']"
SSC,GOVT 3353,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3384,"['LA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3437,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3443,"['HA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3547,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3557,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3595,"['HA-AS', 'SSC-AS']"
SSC,GOVT 3623,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3633,"['HA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3785,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,GOVT 3827,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3947,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 3967,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 3990,"['SBA-AS', 'SDS-AS', 'SSC-AS']"
SSC,GOVT 3999,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 4012,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 4019,"['SBA-AS', 'SDS-AS', 'SSC-AS']"
SSC,GOVT 4021,"['KCM-AS', 'SSC-AS']"
SSC,GOVT 4194,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 4264,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 4451,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 4543,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 4723,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,GOVT 4987,"['SBA-AS', 'SSC-AS']"
SSC,GOVT 4998,"['SBA-AS', 'SSC-AS']"
SSC,HIST 2285,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,HIST 2712,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,HIST 3081,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,HIST 3480,"['SBA-AS', 'SSC-AS']"
SSC,INFO 2040,"['SBA-AS', 'SSC-AS']"
SSC,INFO 3561,"['CA-AS', 'SSC-AS']"
SSC,INFO 4145,"['SBA-AS', 'SSC-AS']"
SSC,INFO 4240,"['CA-AS', 'SSC-AS']"
SSC,INFO 4500,"['SBA-AS', 'SSC-AS']"
SSC,INFO 4505,"['SBA-AS', 'SSC-AS']"
SSC,INFO 4561,"['SBA-AS', 'SSC-AS']"
SSC,INFO 4800,"['KCM-AG', 'SBA-AG', 'SBA-AS', 'SSC-A']"
SSC,JWST 3850,"['SBA-AS', 'SSC-AS']"
SSC,JWST 4448,"['CA-AS', 'SSC-AS']"
SSC,JWST 4454,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,JWST 4721,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,LATA 3015,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,LATA 3290,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,LATA 3623,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,LATA 4260,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,LING 1101,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,LING 2221,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,LSP 1105,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,LSP 2200,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,LSP 2721,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,LSP 2810,"['SBA-AS', 'SSC-AS']"
SSC,LSP 3405,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,LSP 4312,"['SBA-AS', 'SSC-AS']"
SSC,LSP 4790,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,MUSIC 4181,"['KCM-AS', 'SSC-AS']"
SSC,MUSIC 4340,"['SBA-AS', 'SSC-AS']"
SSC,MUSIC 4410,"['LA-AS', 'ALC-AS', 'SSC-AS']"
SSC,NES 2610,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,NES 3850,"['SBA-AS', 'SSC-AS']"
SSC,NES 4544,"['HST-AS', 'PBSS-AS', 'SSC-AS']"
SSC,NES 4721,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,NES 4757,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,PHIL 1920,"['HA-AS', 'SSC-AS']"
SSC,PHIL 1950,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,PHIL 2441,"['HST-AS', 'SBA-AS', 'SSC-AS']"
SSC,PHIL 2945,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,PHIL 2960,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,PHIL 2990,"['CA-AS', 'SSC-AS']"
SSC,PMA 4681,"['ALC-AS', 'CA-AS', 'SSC-AS']"
SSC,PSYCH 1101,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 1131,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 1500,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 1501,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 2350,"['KCM-AS', 'SSC-AS']"
SSC,PSYCH 2500,"['MQR-AS', 'SDS-AS', 'SSC-AS']"
SSC,PSYCH 2580,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 2650,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 2750,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
SSC,PSYCH 2800,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
SSC,PSYCH 2940,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,PSYCH 3135,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
SSC,PSYCH 3160,"['KCM-AS', 'SSC-AS']"
SSC,PSYCH 3310,['SSC-AS']
SSC,PSYCH 3380,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 3800,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 3820,"['KCM-AS', 'SCD-AS', 'SSC-AS']"
SSC,PSYCH 3910,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,PSYCH 4050,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
SSC,PSYCH 4180,"['KCM-AS', 'SSC-AS']"
SSC,PSYCH 4382,"['SBA-AS', 'SSC-AS']"
SSC,PSYCH 4550,"['CA-AS', 'SSC-AS']"
SSC,PSYCH 4800,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,PSYCH 4810,['SSC-AS']
SSC,PSYCH 4830,"['KCM-AS', 'SSC-AS']"
SSC,RELST 2330,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,RELST 4454,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,ROMS 3010,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ROMS 3560,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,SHUM 2437,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SHUM 2482,"['CA-AS', 'SSC-AS']"
SSC,SHUM 3010,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,SHUM 4005,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 1101,"['SBA-AS', 'SSC-AS']"
SSC,SOC 1104,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 1290,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2030,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2070,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2090,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2100,"['CA-AS', 'SSC-AS']"
SSC,SOC 2150,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2190,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2202,"['CA-AS', 'SSC-AS']"
SSC,SOC 2208,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 2220,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 2250,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2270,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2330,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 2380,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2390,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2560,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2580,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2710,"['SBA-AS', 'SSC-AS']"
SSC,SOC 2810,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3010,"['MQR-AS', 'SDS-AS', 'SSC-AS']"
SSC,SOC 3030,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3040,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3060,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3080,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3130,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3170,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3180,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3190,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3240,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3250,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3310,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3360,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3370,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 3380,"['HST-AS', 'SBA-AS', 'SSC-AS']"
SSC,SOC 3480,"['GLC-AS', 'HA-AS', 'SSC-AS']"
SSC,SOC 3490,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3570,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 3580,"['SBA-AS', 'SDS-AS', 'SSC-AS']"
SSC,SOC 3620,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3650,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3710,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 3750,"['SBA-AS', 'SSC-AS']"
SSC,SOC 3950,"['SBA-AS', 'SSC-AS']"
SSC,SOC 4160,"['SBA-AS', 'SSC-AS']"
SSC,SOC 4290,"['HST-AS', 'SBA-AS', 'SSC-AS']"
SSC,SOC 4320,"['SBA-AS', 'SDS-AS', 'SSC-AS']"
SSC,SOC 4330,"['SBA-AS', 'SSC-AS']"
SSC,SOC 4370,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,SOC 4540,"['SBA-AS', 'SSC-AS']"
SSC,SOC 4560,"['SBA-AS', 'SSC-AS']"
SSC,SOC 4750,"['SBA-AS', 'SSC-AS']"
SSC,STS 1101,"['SBA-AS', 'SSC-AS']"
SSC,STS 2011,"['CA-AS', 'SSC-AS']"
SSC,STS 2061,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,STS 2851,"['SBA-AS', 'SSC-AS']"
SSC,STS 3011,"['SBA-AS', 'SSC-AS']"
SSC,STS 3020,['SSC-AS']
SSC,STS 3111,"['SBA-AS', 'SSC-AS']"
SSC,STS 3241,"['SBA-AS', 'SSC-AS']"
SSC,STS 3311,"['SBA-AS', 'SSC-AS']"
SSC,STS 3440,"['SBA-AS', 'SSC-AS']"
SSC,STS 3474,"['SBA-AS', 'SSC-AS']"
SSC,STS 3561,"['CA-AS', 'SSC-AS']"
SSC,STS 3601,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,STS 3651,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
SSC,STS 3911,"['SBA-AS', 'SSC-AS']"
SSC,STS 4040,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,STS 4101,"['KCM-AS', 'SSC-AS']"
SSC,STS 4240,"['CA-AS', 'SSC-AS']"
SSC,STS 4351,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,STS 4413,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,STS 4416,"['CA-AS', 'SSC-AS']"
SSC,STS 4451,"['SBA-AS', 'SSC-AS']"
SSC,STS 4561,"['SBA-AS', 'SSC-AS']"
SSC,STS 4661,['SSC-AS']
SSC,STS 4721,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,VISST 3560,"['CA-AS', 'SSC-AS']"
GLC,AAS 2100,"['CA-AS', 'ALC-AS', 'GLC-AS']"
GLC,AAS 3030,"['CA-AS', 'GLC-AS']"
GLC,AAS 3312,"['LA-AS', 'GLC-AS', 'SCD-AS']"
GLC,AAS 4040,"['LA-AS', 'GLC-AS']"
GLC,AAS 4050,"['CA-AS', 'GLC-AS', 'SCD-AS']"
GLC,AMST 1500,"['CA-AS', 'GLC-AS', 'SSC-AS']"
GLC,AMST 1820,"['HA-AS', 'GLC-AS', 'HST-AS']"
GLC,AMST 2016,"['HA-AS', 'GLC-AS', 'HST-AS']"
GLC,AMST 2315,"['HA-AS', 'GLC-AS', 'HST-AS']"
GLC,AMST 2817,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
GLC,AMST 3071,"['SBA-AS', 'GLC-AS']"
GLC,AMST 3312,"['HA-AS', 'GLC-AS', 'HST-AS']"
GLC,AMST 3420,"['CA-AS', 'GLC-AS', 'SCD-AS']"
GLC,AMST 3475,"['CA-AS', 'ALC-AS', 'GLC-AS']"
